Date, Open, High, Low, Close
11/6/2017,23533.96,23574.86,23520.75,23548.42
11/7/2017,23574.03,23602.12,23484.19,23557.23
11/8/2017,23542.6,23575,23510.56,23563.36
11/9/2017,23492.09,23516.74,23310.02,23461.94
11/10/2017,23432.71,23452.2,23392.96,23422.21
11/13/2017,23367.47,23461.68,23343.34,23439.7
11/14/2017,23388.4,23414.08,23271.57,23409.47
11/15/2017,23334.59,23344.99,23242.75,23271.28
11/16/2017,23365.34,23492.19,23365.34,23458.36
11/17/2017,23433.77,23433.77,23356.01,23358.24
11/20/2017,23370.71,23456.88,23360.58,23430.33
11/21/2017,23500.15,23617.8,23500.15,23590.83
11/22/2017,23597.24,23605.77,23507.61,23526.18
11/24/2017,23552.75,23599.18,23551.59,23557.99
11/27/2017,23552.86,23638.92,23545.02,23580.78
11/28/2017,23625.19,23849.61,23617.11,23836.71
11/29/2017,23883.26,23959.76,23872.59,23940.68
11/30/2017,24013.8,24327.82,24013.8,24272.35
12/1/2017,24305.4,24322.06,23921.9,24231.59
12/4/2017,24424.11,24534.04,24288.19,24290.05
12/5/2017,24335.01,24349.74,24155.28,24180.64
12/6/2017,24171.9,24229.35,24134.49,24140.91
12/7/2017,24116.6,24262.88,24101.24,24211.48
12/8/2017,24263.26,24330.12,24225.5,24329.16
12/11/2017,24338.11,24389.72,24314.74,24386.03
12/12/2017,24452.96,24552.97,24443.83,24504.8
12/13/2017,24525.19,24666.02,24518.3,24585.43
12/14/2017,24631.01,24672.48,24508.66,24508.66
12/15/2017,24585.71,24688.62,24584.44,24651.74
12/18/2017,24739.56,24876.07,24739.56,24792.2
12/19/2017,24834.38,24850.11,24715.6,24754.75
12/20/2017,24838.09,24852.44,24697.11,24726.65
12/21/2017,24778.26,24850.91,24766.27,24782.29
12/22/2017,24764.04,24784.15,24717.51,24754.06
12/26/2017,24715.84,24778.13,24708.42,24746.21
12/27/2017,24766.52,24789.52,24731.68,24774.3
12/28/2017,24807.21,24839.23,24797.13,24837.51
12/29/2017,24849.63,24871.66,24719.22,24719.22
1/2/2018,24809.35,24864.19,24741.7,24824.01
1/3/2018,24850.45,24941.92,24825.55,24922.68
1/4/2018,24964.86,25105.96,24963.27,25075.13
1/5/2018,25114.92,25299.79,25112.01,25295.87
1/8/2018,25308.4,25311.99,25235.41,25283
1/9/2018,25312.05,25439.78,25308.41,25385.8
1/10/2018,25348.13,25404.92,25256.99,25369.13
1/11/2018,25398.6,25575.42,25396.19,25574.73
1/12/2018,25638.39,25810.43,25633.08,25803.19
1/16/2018,25987.62,26086.12,25702.99,25792.86
1/17/2018,25910.78,26130.45,25865.02,26115.65
1/18/2018,26149.55,26153.42,25947.32,26017.81
1/19/2018,25987.35,26071.72,25942.83,26071.72
1/22/2018,26025.32,26215.23,25974.65,26214.6
1/23/2018,26214.87,26246.19,26143.9,26210.81
1/24/2018,26282.07,26392.8,26106.94,26252.12
1/25/2018,26313.06,26458.25,26259.72,26392.79
1/26/2018,26466.74,26616.71,26425.35,26616.71
1/29/2018,26584.28,26608.9,26435.34,26439.48
1/30/2018,26198.45,26256.99,26028.42,26076.89
1/31/2018,26268.17,26338.03,26050.98,26149.39
2/1/2018,26083.04,26306.7,26014.44,26186.71
2/2/2018,26061.79,26061.79,25490.66,25520.96
2/5/2018,25337.87,25520.53,23923.88,24345.75
2/6/2018,24085.17,24946.23,23778.74,24912.77
2/7/2018,24892.87,25293.96,24785.44,24893.35
2/8/2018,24902.3,24903.68,23849.23,23860.46
2/9/2018,23992.67,24382.14,23360.29,24190.9
2/12/2018,24337.76,24765.16,24290.48,24601.27
2/13/2018,24540.33,24705.72,24421.03,24640.45
2/14/2018,24535.82,24925.95,24490.36,24893.49
2/15/2018,25047.82,25203.95,24809.42,25200.37
2/16/2018,25165.94,25432.42,25149.26,25219.38
2/19/2018,25219.38,25219.38,25219.38,25219.38
2/20/2018,25124.91,25179.01,24884.19,24964.75
2/21/2018,24988.06,25267.99,24792.99,24797.78
2/22/2018,24855.41,25156.72,24854.83,24962.48
2/23/2018,25050.51,25313.91,25028.73,25309.99
2/26/2018,25403.35,25732.8,25398.56,25709.27
2/27/2018,25735.78,25800.35,25407.83,25410.03
2/28/2018,25485.15,25576.15,25022.42,25029.2
3/1/2018,25024.04,25185.35,24442.56,24608.98
3/2/2018,24394.91,24592.46,24217.76,24538.06
3/5/2018,24471.31,24961,24387.15,24874.76
3/6/2018,24965.89,24995.24,24708.41,24884.12
3/7/2018,24758.15,24849.68,24535.12,24801.36
3/8/2018,24853.41,24950.49,24703.05,24895.21
3/9/2018,25004.89,25336.33,25004.89,25335.74
3/12/2018,25372.44,25449.15,25152.02,25178.61
3/13/2018,25257.75,25376.4,24947.5,25007.03
3/14/2018,25086.97,25130.12,24668.83,24758.12
3/15/2018,24837.29,25053.87,24753.29,24873.66
3/16/2018,24877.34,25031,24857.09,24946.51
3/19/2018,24893.69,24893.69,24453.14,24610.91
3/20/2018,24650.64,24803.61,24650.64,24727.27
3/21/2018,24723.49,24977.65,24655.4,24682.31
3/22/2018,24526.01,24526.01,23938.74,23957.89
3/23/2018,23995.18,24108.47,23509.06,23533.2
3/26/2018,23825.74,24232.3,23741.22,24202.6
3/27/2018,24276.62,24446.22,23708.73,23857.71
3/28/2018,23883.08,24092.47,23728.67,23848.42
3/29/2018,23949.18,24314.3,23928.13,24103.11
4/2/2018,24076.6,24123.8,23344.52,23644.19
4/3/2018,23698.33,24044.35,23664.33,24033.36
4/4/2018,23654.15,24308.96,23523.16,24264.3
4/5/2018,24313.91,24622.26,24313.91,24505.22
4/6/2018,24373.6,24434.4,23738.2,23932.76
4/9/2018,24037.52,24373.18,23954.83,23979.1
4/10/2018,24198.95,24511.35,24198.95,24408
4/11/2018,24274.19,24366.57,24150.87,24189.45
4/12/2018,24302.82,24592.12,24302.82,24483.05
4/13/2018,24582.82,24646.45,24243.74,24360.14
4/16/2018,24483.15,24675.36,24480.2,24573.04
4/17/2018,24681.79,24858.97,24681.79,24786.63
4/18/2018,24820.85,24832.54,24721.09,24748.07
4/19/2018,24711.3,24762.48,24557.03,24664.89
4/20/2018,24657.39,24678.07,24375.04,24462.94
4/23/2018,24488.07,24536.89,24328.54,24448.69
4/24/2018,24579.94,24579.94,23828.73,24024.13
4/25/2018,24070.2,24146.34,23823.08,24083.83
4/26/2018,24128.72,24402.46,24128.72,24322.34
4/27/2018,24342.14,24359.38,24194.45,24311.19
4/30/2018,24410.41,24498.23,24163.08,24163.15
5/1/2018,24117.29,24117.29,23808.19,24099.05
5/2/2018,24097.63,24185.52,23886.3,23924.98
5/3/2018,23836.23,23996.15,23531.31,23930.15
5/4/2018,23865.22,24333.35,23778.87,24262.51
5/7/2018,24317.66,24479.45,24263.42,24357.32
5/8/2018,24341.35,24412.34,24198.34,24360.21
5/9/2018,24399.18,24586.48,24323.87,24542.54
5/10/2018,24591.66,24794.99,24575.91,24739.53
5/11/2018,24758.64,24868.65,24717.5,24831.17
5/14/2018,24879.37,24994.19,24862.52,24899.41
5/15/2018,24809.55,24809.55,24629.39,24706.41
5/16/2018,24722.32,24801.19,24672.79,24768.93
5/17/2018,24752.4,24839.49,24639.4,24713.98
5/18/2018,24707.72,24774.97,24664.87,24715.09
5/21/2018,24883.06,25086.49,24883.06,25013.29
5/22/2018,25047.55,25064.99,24812.06,24834.41
5/23/2018,24757.71,24889.46,24667.12,24886.81
5/24/2018,24877.36,24877.36,24605.9,24811.76
5/25/2018,24781.29,24824.22,24687.81,24753.09
5/29/2018,24606.59,24635.18,24247.84,24361.45
5/30/2018,24467.83,24714.48,24459.09,24667.78
5/31/2018,24620.79,24620.79,24352.15,24415.84
6/1/2018,24542.09,24673.6,24542.09,24635.21
6/4/2018,24727.55,24859.37,24722.14,24813.69
6/5/2018,24820.12,24838.78,24710.82,24799.98
6/6/2018,24854.14,25146.46,24854.14,25146.39
6/7/2018,25192.14,25326.09,25164.48,25241.41
6/8/2018,25209.29,25325.63,25165.7,25316.53
6/11/2018,25336.67,25402.83,25290.2,25322.31
6/12/2018,25346.82,25364.37,25247.04,25320.73
6/13/2018,25328.65,25362.07,25191.42,25201.2
6/14/2018,25254.65,25332.5,25138.6,25175.31
6/15/2018,25116.71,25130.82,24894.38,25090.48
6/18/2018,24944.28,25003.1,24825.77,24987.47
6/19/2018,24763.59,24763.59,24567.75,24700.21
6/20/2018,24771.17,24804.76,24628.39,24657.8
6/21/2018,24639.21,24639.21,24406.63,24461.7
6/22/2018,24526.97,24663.18,24526.97,24580.89
6/25/2018,24463.73,24463.73,24084.39,24252.8
6/26/2018,24281.89,24384.21,24241.22,24283.11
6/27/2018,24303.11,24569.02,24115.82,24117.59
6/28/2018,24064.19,24308.16,23997.21,24216.05
6/29/2018,24323.93,24509.52,24269.71,24271.41
7/2/2018,24161.53,24319.42,24077.56,24307.18
7/3/2018,24359.39,24444.88,24150.85,24174.82
7/5/2018,24285.82,24372.8,24177.44,24356.74
7/6/2018,24352.47,24520.29,24281.47,24456.48
7/9/2018,24519.2,24796.52,24518.43,24776.59
7/10/2018,24806.97,24945.38,24806.97,24919.66
7/11/2018,24789.48,24815.16,24663.82,24700.45
7/12/2018,24802.9,24939.97,24802.9,24924.89
7/13/2018,24926.07,25043.21,24890.06,25019.41
7/16/2018,25025.58,25072.41,24979.64,25064.36
7/17/2018,25033.92,25155.39,24989.61,25119.89
7/18/2018,25133.79,25215.32,25101.12,25199.29
7/19/2018,25139.15,25154.17,25052.62,25064.5
7/20/2018,25041.14,25124.1,24986.35,25058.12
7/23/2018,25036.9,25081.45,24983.33,25044.29
7/24/2018,25092.43,25286.62,25092.43,25241.94
7/25/2018,25183.7,25432.87,25113.55,25414.1
7/26/2018,25468.55,25587.24,25463.16,25527.07
7/27/2018,25520.52,25580.22,25370.07,25451.06
7/30/2018,25439.32,25500.16,25287.38,25306.83
7/31/2018,25345.21,25490.98,25345.21,25415.19
8/1/2018,25461.63,25488.8,25278.32,25333.82
8/2/2018,25256.45,25360.48,25120.07,25326.16
8/3/2018,25360.37,25467.9,25325.17,25462.58
8/6/2018,25437.43,25540.02,25381.38,25502.18
8/7/2018,25551.65,25692.72,25551.65,25628.91
8/8/2018,25615.72,25634.11,25557.48,25583.75
8/9/2018,25589.79,25613.31,25492.69,25509.23
8/10/2018,25401.19,25401.19,25222.88,25313.14
8/13/2018,25327.19,25381.39,25153.93,25187.7
8/14/2018,25215.69,25339.51,25201.87,25299.92
8/15/2018,25235.37,25235.37,24965.77,25162.41
8/16/2018,25294.97,25607.34,25294.97,25558.73
8/17/2018,25550.8,25728.16,25521.66,25669.32
8/20/2018,25727.7,25790.17,25716.41,25758.69
8/21/2018,25786.99,25888.82,25784.9,25822.29
8/22/2018,25825.06,25836.16,25722.43,25733.6
8/23/2018,25714.86,25762.56,25608.02,25656.98
8/24/2018,25688.58,25826.05,25688.58,25790.35
8/27/2018,25882.71,26067.57,25882.71,26049.64
8/28/2018,26092.7,26122.24,26037.85,26064.02
8/29/2018,26082.53,26167.94,26035.3,26124.57
8/30/2018,26099.01,26104.37,25934.8,25986.92
8/31/2018,25964.85,26028.83,25879.77,25964.82
9/4/2018,25916.07,25971.77,25805.95,25952.48
9/5/2018,25919.84,26011.22,25871.04,25974.99
9/6/2018,25973.02,26073.68,25880.84,25995.87
9/7/2018,25951.02,26002.99,25818.39,25916.54
9/10/2018,25991.91,26039.96,25854.13,25857.07
9/11/2018,25841.14,26019.92,25754.32,25971.06
9/12/2018,25989.07,26145.72,25929.43,25998.92
9/13/2018,26083.94,26191.64,26067.08,26145.99
9/14/2018,26169.56,26211.11,26068.29,26154.67
9/17/2018,26151.66,26184.47,26030.35,26062.12
9/18/2018,26076.21,26317.34,26076.21,26246.96
9/19/2018,26287.84,26464.41,26280.76,26405.76
9/20/2018,26519.39,26697.49,26519.39,26656.98
9/21/2018,26726.25,26769.16,26680.37,26743.5
9/24/2018,26705.25,26709.94,26548.68,26562.05
9/25/2018,26601.58,26634.85,26475.58,26492.21
9/26/2018,26536.86,26606.09,26349.34,26385.28
9/27/2018,26418.27,26557.01,26379.95,26439.93
9/28/2018,26407.66,26515.76,26383.57,26458.31
10/1/2018,26598.36,26737.98,26596.05,26651.21
10/2/2018,26648.91,26824.78,26627.66,26773.94
10/3/2018,26833.47,26951.81,26789.08,26828.39
10/4/2018,26784.08,26793.82,26471.61,26627.48
10/5/2018,26632.77,26676.16,26301.81,26447.05
10/8/2018,26399.45,26529.35,26223.09,26486.78
10/9/2018,26469.19,26539.94,26324.16,26430.57
10/10/2018,26441.73,26441.73,25593.65,25598.74
10/11/2018,25518.39,25683.64,24899.77,25052.83
10/12/2018,25407.63,25467.55,25000.83,25339.99
10/15/2018,25332.46,25482.42,25243.88,25250.55
10/16/2018,25351.53,25817.68,25351.53,25798.42
10/17/2018,25705.87,25810.09,25479.16,25706.68
10/18/2018,25645.56,25691.46,25236.01,25379.45
10/19/2018,25421.09,25608.71,25350.02,25444.34
10/22/2018,25492.14,25561.34,25236.05,25317.41
10/23/2018,25038.46,25307.7,24768.79,25191.43
10/24/2018,25172.88,25306.23,24533.19,24583.42
10/25/2018,24736.54,25104.29,24645.56,24984.55
10/26/2018,24770.25,24916.16,24445.19,24688.31
10/29/2018,24818.98,25040.58,24122.23,24442.92
10/30/2018,24482.04,24906.68,24415.69,24874.64
10/31/2018,25008.82,25336.55,25008.82,25115.76
11/1/2018,25142.08,25396.47,25108.11,25380.74
11/2/2018,25443.6,25578.98,25078.72,25270.83
11/5/2018,25261.47,25507.35,25261.47,25461.7
11/6/2018,25452.83,25651.86,25444.9,25635.01
11/7/2018,25788.46,26200.14,25765.88,26180.3
11/8/2018,26139.59,26277.82,26081.9,26191.22
11/9/2018,26149.11,26161.49,25882.91,25989.3
11/12/2018,25959.33,25966.71,25340.51,25387.18
11/13/2018,25321.21,25511.03,25193.78,25286.49
11/14/2018,25388.08,25501.29,24935.82,25080.5
11/15/2018,25061.48,25354.56,24787.79,25289.27
11/16/2018,25242.35,25510.23,25147.8,25413.22
11/19/2018,25392.61,25392.61,24900.98,25017.44
11/20/2018,24618.68,24707.26,24368.98,24465.64
11/21/2018,24541.65,24669.79,24463.28,24464.69
11/23/2018,24336.4,24408.8,24268.74,24285.95
11/26/2018,24364.13,24673.29,24364.13,24640.24
11/27/2018,24557.02,24750.73,24416.03,24748.73
11/28/2018,24832.84,25368.93,24832.84,25366.43
11/29/2018,25343.65,25479.04,25202.79,25338.84
11/30/2018,25307.14,25549.71,25250.97,25538.46
12/3/2018,25779.57,25980.21,25670.51,25826.43
12/4/2018,25752.56,25773.12,25008.11,25027.07
12/6/2018,24737.42,24951.01,24242.22,24947.67
12/7/2018,24918.82,25095.62,24284.78,24388.95
12/10/2018,24360.95,24500.81,23881.37,24423.26
12/11/2018,24719.91,24791.26,24221.06,24370.24
12/12/2018,24509.09,24828.29,24509.09,24527.27
12/13/2018,24575.86,24740.96,24473.29,24597.38
12/14/2018,24408.04,24431.14,24033.79,24100.51
12/17/2018,23986.83,24088.08,23456.88,23592.98
12/18/2018,23769.13,23927.77,23516.02,23675.64
12/19/2018,23693.33,24057.34,23162.64,23323.66
12/20/2018,23224.12,23282.2,22644.31,22859.6
12/21/2018,22871.74,23254.59,22396.34,22445.37
12/24/2018,22317.28,22339.87,21792.2,21792.2
12/26/2018,21857.73,22878.92,21712.53,22878.45
12/27/2018,22629.06,23138.89,22267.42,23138.82
12/28/2018,23213.61,23381.88,22981.33,23062.4
12/31/2018,23153.94,23333.18,23118.3,23327.46
1/2/2019,23058.61,23413.47,22928.59,23346.24
1/3/2019,23176.39,23176.39,22638.41,22686.22
1/4/2019,22894.92,23518.64,22894.92,23433.16
1/7/2019,23474.26,23687.74,23301.59,23531.35
1/8/2019,23680.32,23864.65,23581.45,23787.45
1/9/2019,23844.27,23985.45,23776.56,23879.12
1/10/2019,23811.11,24014.78,23703.25,24001.92
1/11/2019,23940.01,23996.32,23798.16,23995.95
1/14/2019,23880.53,23964.9,23765.24,23909.84
1/15/2019,23914.11,24099.14,23887.93,24065.59
1/16/2019,24139.91,24288.61,24119.72,24207.16
1/17/2019,24147.09,24474.46,24088.9,24370.1
1/18/2019,24534.19,24750.22,24459.03,24706.35
1/22/2019,24607.76,24607.76,24244.31,24404.48
1/23/2019,24577.25,24700.98,24307.17,24575.62
1/24/2019,24579.96,24626.3,24422.73,24553.24
1/25/2019,24687.21,24860.15,24676.75,24737.2
1/28/2019,24596.98,24596.98,24323.94,24528.22
1/29/2019,24519.62,24674.87,24504.04,24579.96
1/30/2019,24826.52,25109.62,24790.9,25014.86
1/31/2019,24954.48,25049.62,24842.09,24999.67
2/1/2019,25025.31,25193.15,24982.49,25063.89
2/4/2019,25062.12,25239.91,24977.67,25239.37
2/5/2019,25287.93,25427.32,25287.65,25411.52
2/6/2019,25371.57,25439.04,25312.06,25390.3
2/7/2019,25265.81,25314.26,25000.52,25169.53
2/8/2019,25042.36,25106.39,24883.04,25106.33
2/11/2019,25142.81,25196.75,25009.1,25053.11
2/12/2019,25152.03,25458.98,25152.03,25425.76
2/13/2019,25480.86,25625.95,25480.86,25543.27
2/14/2019,25460.65,25558.9,25308.09,25439.39
2/15/2019,25564.63,25883.72,25564.63,25883.25
2/19/2019,25849.85,25961.44,25820.01,25891.32
2/20/2019,25872.26,25986.2,25846.48,25954.44
2/21/2019,25922.41,25938.88,25762.21,25850.63
2/22/2019,25906.27,26052.9,25906.27,26031.81
2/25/2019,26126.15,26241.42,26080.66,26091.95
2/26/2019,26051.61,26155.29,25966.01,26057.98
2/27/2019,25995.6,26039.68,25877.24,25985.16
2/28/2019,25984.28,26029.21,25896.56,25916
3/1/2019,26019.67,26143.92,25914.37,26026.32
3/4/2019,26122.19,26155.98,25611.55,25819.65
3/5/2019,25829.07,25877.15,25725.63,25806.63
3/6/2019,25818.76,25837.61,25633.71,25673.46
3/7/2019,25645.45,25645.45,25352.55,25473.23
3/8/2019,25347.38,25466.14,25252.46,25450.24
3/11/2019,25208,25661.63,25208,25650.88
3/12/2019,25600.3,25675.44,25522.17,25554.66
3/13/2019,25637.23,25776.49,25571.31,25702.89
3/14/2019,25692.31,25752.84,25621.31,25709.94
3/15/2019,25720.96,25927.91,25649.7,25848.87
3/18/2019,25801.88,25924.77,25785.66,25914.1
3/19/2019,25987.87,26109.68,25814.92,25887.38
3/20/2019,25867.79,25929.52,25670.63,25745.67
3/21/2019,25688.44,26009.9,25657.78,25962.51
3/22/2019,25844.65,25877.01,25501.45,25502.32
3/25/2019,25490.72,25603.27,25372.26,25516.83
3/26/2019,25649.56,25796.29,25544.78,25657.73
3/27/2019,25676.34,25758.17,25425.27,25625.59
3/28/2019,25693.32,25743.41,25576.69,25717.46
3/29/2019,25827.31,25949.32,25771.67,25928.68
4/1/2019,26075.1,26280.9,26071.69,26258.42
4/2/2019,26213.55,26221.24,26122.31,26179.13
4/3/2019,26238.03,26282.17,26138.47,26218.13
4/4/2019,26213.42,26398.9,26212.78,26384.63
4/5/2019,26427.56,26487.57,26370.82,26424.99
4/8/2019,26312.67,26344.65,26246.03,26341.02
4/9/2019,26243.54,26246.34,26103.14,26150.58
4/10/2019,26173.71,26209.49,26101.24,26157.16
4/11/2019,26188.21,26229.88,26062.59,26143.05
4/12/2019,26357.79,26436.68,26309.72,26412.3
4/15/2019,26407.76,26424.85,26316.42,26384.77
4/16/2019,26482.19,26530.71,26397.19,26452.66
4/17/2019,26468.53,26501.02,26391.86,26449.54
4/18/2019,26463.37,26602.42,26444.53,26559.54
4/22/2019,26510.77,26553.05,26458.61,26511.05
4/23/2019,26513.83,26695.96,26503.56,26656.39
4/24/2019,26652.56,26680.58,26582.86,26597.05
4/25/2019,26426.37,26536.48,26310.28,26462.08
4/26/2019,26454.62,26543.56,26392.55,26543.33
4/29/2019,26559.87,26602.54,26520.75,26554.39
4/30/2019,26594.56,26614.04,26419.47,26592.91
5/1/2019,26639.06,26689.39,26426.38,26430.14
5/2/2019,26407.15,26454.69,26180.36,26307.79
5/3/2019,26379.14,26534.96,26370.09,26504.95
5/6/2019,26160.62,26476.27,26033.95,26438.48
5/7/2019,26276.9,26276.9,25789.71,25965.09
5/8/2019,25933.79,26118.1,25889.41,25967.33
5/9/2019,25878.85,25884.89,25517.39,25828.36
5/10/2019,25763.72,26019.32,25469.86,25942.37
5/13/2019,25568.06,25568.06,25222.51,25324.99
5/14/2019,25384.03,25688.96,25384.03,25532.05
5/15/2019,25400.13,25724.89,25341.94,25648.02
5/16/2019,25692.14,25957.63,25692.14,25862.68
5/17/2019,25719.95,25948.74,25657.78,25764
5/20/2019,25655.31,25751.71,25560.55,25679.9
5/21/2019,25782.34,25898.27,25779.61,25877.33
5/22/2019,25818.46,25878.21,25755.11,25776.61
5/23/2019,25657.99,25657.99,25328.09,25490.47
5/24/2019,25551.07,25670.81,25496.2,25585.69
5/28/2019,25616.55,25717.63,25342.28,25347.77
5/29/2019,25231.46,25231.46,24938.24,25126.41
5/30/2019,25139.94,25218.54,25066.75,25169.88
5/31/2019,25046.31,25046.31,24809.51,24815.04
6/3/2019,24830.16,24935.21,24680.57,24819.78
6/4/2019,24962.82,25343.77,24962.82,25332.18
6/5/2019,25451,25544.66,25373.58,25539.57
6/6/2019,25567.45,25800.3,25518.05,25720.66
6/7/2019,25768.72,26072.75,25768.72,25983.94
6/10/2019,26090.22,26210.61,26054.31,26062.68
6/11/2019,26180.59,26248.67,25998.87,26048.51
6/12/2019,26040.3,26082.1,25958.66,26004.83
6/13/2019,26036.94,26146.91,25995.71,26106.77
6/14/2019,26076.36,26162.28,25988.09,26089.61
6/17/2019,26108.53,26165.78,26049.8,26112.53
6/18/2019,26228.88,26527.19,26227.76,26465.54
6/19/2019,26490.16,26569.75,26415.05,26504
6/20/2019,26665.38,26798.63,26539.69,26753.17
6/21/2019,26749.12,26907.37,26705.87,26719.13
6/24/2019,26727.61,26806.52,26723.37,26727.54
6/25/2019,26731.61,26752.31,26527.66,26548.22
6/26/2019,26599.42,26660.04,26536.33,26536.82
6/27/2019,26523.72,26607.24,26465.32,26526.58
6/28/2019,26605.93,26638.35,26522.27,26599.96
7/1/2019,26805.86,26890.64,26616.21,26717.43
7/2/2019,26719.53,26787.56,26632.65,26786.68
7/3/2019,26832.32,26966,26831.44,26966
7/5/2019,26867.75,26950.81,26733.33,26922.12
7/8/2019,26835.64,26839.14,26744.87,26806.14
7/9/2019,26725.12,26807.7,26665.57,26783.49
